GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400974,376,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-2,269,1,0,20250315,GSW,NYK
Shot Chart Detail,0022400974,423,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,58,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,13,1,1,20250315,GSW,NYK
Shot Chart Detail,0022400974,519,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-91,268,1,0,20250315,GSW,NYK
Shot Chart Detail,0022400974,534,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,135,259,1,0,20250315,GSW,NYK
Shot Chart Detail,0022400974,545,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,30,1,1,20250315,GSW,NYK
Shot Chart Detail,0022400974,551,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-7,279,1,0,20250315,GSW,NYK
Shot Chart Detail,0022400974,576,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,44,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-42,55,1,0,20250315,GSW,NYK
Shot Chart Detail,0022400974,583,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,172,1,0,20250315,GSW,NYK
Shot Chart Detail,0022400990,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,50,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,96,269,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,58,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,216,1,1,20250317,GSW,DEN
Shot Chart Detail,0022400990,76,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,44,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-15,105,1,1,20250317,GSW,DEN
Shot Chart Detail,0022400990,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,23,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,202,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,111,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,29,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,34,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,263,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,92,279,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,273,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,146,223,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,279,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,14,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,25,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,305,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,20,302,1,1,20250317,GSW,DEN
Shot Chart Detail,0022400990,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,26,1,1,20250317,GSW,DEN
Shot Chart Detail,0022400990,323,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,37,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-10,293,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,357,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,18,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,18,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,361,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,5,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,16,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,371,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,31,1,1,20250317,GSW,DEN
Shot Chart Detail,0022400990,423,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,19,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,145,252,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,436,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,241,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,634,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,14,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,165,126,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,683,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,33,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,221,166,1,1,20250317,GSW,DEN
Shot Chart Detail,0022400990,690,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,91,268,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,700,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,22,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,6,250,1,0,20250317,GSW,DEN
Shot Chart Detail,0022400990,727,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,196,234,1,0,20250317,GSW,DEN
Shot Chart Detail,0022401005,122,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,119,234,1,1,20250320,GSW,TOR
Shot Chart Detail,0022401005,279,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,170,197,1,0,20250320,GSW,TOR
Shot Chart Detail,0022401005,321,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,26,Made Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,24,1,1,20250320,GSW,TOR
Shot Chart Detail,0022401005,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,65,258,1,1,20250320,GSW,TOR
Shot Chart Detail,0022401005,410,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-138,233,1,0,20250320,GSW,TOR
Shot Chart Detail,0022401005,450,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,29,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,39,1,1,20250320,GSW,TOR
Shot Chart Detail,0022401005,480,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,38,Made Shot,Cutting Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,96,20,1,1,20250320,GSW,TOR
Shot Chart Detail,0022401005,485,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,18,1,1,20250320,GSW,TOR
Shot Chart Detail,0022401072,10,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,13,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,62,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,71,279,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,115,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,211,146,1,1,20250328,NOP,GSW
Shot Chart Detail,0022401072,233,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,19,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,58,83,1,1,20250328,NOP,GSW
Shot Chart Detail,0022401072,259,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,13,Made Shot,Driving Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,84,30,1,1,20250328,NOP,GSW
Shot Chart Detail,0022401072,272,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,58,261,1,1,20250328,NOP,GSW
Shot Chart Detail,0022401072,285,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,168,224,1,1,20250328,NOP,GSW
Shot Chart Detail,0022401072,289,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,60,257,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,309,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,56,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,11,55,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,337,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-204,155,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,346,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,59,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,124,235,1,1,20250328,NOP,GSW
Shot Chart Detail,0022401072,380,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,87,285,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,382,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,208,165,1,1,20250328,NOP,GSW
Shot Chart Detail,0022401072,390,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-133,232,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,431,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,50,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-219,146,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,645,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,16,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,22,101,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,647,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,200,182,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,671,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-233,61,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,692,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,183,262,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,713,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,106,296,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401072,715,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,48,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,42,76,1,0,20250328,NOP,GSW
Shot Chart Detail,0022401086,100,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-137,163,1,1,20250330,SAS,GSW
Shot Chart Detail,0022401086,261,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-183,259,1,1,20250330,SAS,GSW
Shot Chart Detail,0022401086,307,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,137,267,1,1,20250330,SAS,GSW
Shot Chart Detail,0022401086,316,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,5,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,109,200,1,0,20250330,SAS,GSW
Shot Chart Detail,0022401086,326,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,11,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,15,1,0,20250330,SAS,GSW
Shot Chart Detail,0022401086,338,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-116,235,1,0,20250330,SAS,GSW
Shot Chart Detail,0022401086,401,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,51,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,0,1,1,20250330,SAS,GSW
Shot Chart Detail,0022401086,416,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,2,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,229,1,0,20250330,SAS,GSW
Shot Chart Detail,0022401086,441,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,5,1,0,20250330,SAS,GSW
Shot Chart Detail,0022401086,460,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-11,148,1,0,20250330,SAS,GSW
Shot Chart Detail,0022401100,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,36,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,40,245,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-168,178,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,77,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,55,264,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,99,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-199,142,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,32,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-34,239,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,113,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,9,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,14,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,158,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,110,246,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,234,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,22,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-127,5,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,242,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-59,257,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,275,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,102,304,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,282,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,47,158,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,300,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,52,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,15,152,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,312,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,153,0,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,324,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,40,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,21,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,337,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,210,216,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-65,251,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,376,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-203,160,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,10,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,20,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,449,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,23,319,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,453,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,13,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,60,275,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,457,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-48,85,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,461,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,7,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-11,63,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,621,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,19,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,56,252,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,625,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,50,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-206,141,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,644,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,27,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,654,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,36,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,218,132,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,664,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,55,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,42,34,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,675,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,53,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,47,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401100,685,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,55,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,7,1,1,20250401,MEM,GSW
Shot Chart Detail,0022401100,706,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-206,181,1,0,20250401,MEM,GSW
Shot Chart Detail,0022401117,62,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,35,1,1,20250403,LAL,GSW
Shot Chart Detail,0022401117,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,33,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,25,1,1,20250403,LAL,GSW
Shot Chart Detail,0022401117,98,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-67,261,1,0,20250403,LAL,GSW
Shot Chart Detail,0022401117,247,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,59,Missed Shot,Step Back Bank Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-169,184,1,0,20250403,LAL,GSW
Shot Chart Detail,0022401117,251,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,21,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6,73,1,0,20250403,LAL,GSW
Shot Chart Detail,0022401117,261,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,25,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,24,1,1,20250403,LAL,GSW
Shot Chart Detail,0022401117,294,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,31,1,0,20250403,LAL,GSW
Shot Chart Detail,0022401117,313,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,53,304,1,1,20250403,LAL,GSW
Shot Chart Detail,0022401117,326,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,55,1,0,20250403,LAL,GSW
Shot Chart Detail,0022401117,343,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,9,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-147,251,1,0,20250403,LAL,GSW
Shot Chart Detail,0022401117,416,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,60,269,1,1,20250403,LAL,GSW
Shot Chart Detail,0022401117,426,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,11,69,1,1,20250403,LAL,GSW
Shot Chart Detail,0022401117,429,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,48,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,142,205,1,0,20250403,LAL,GSW
Shot Chart Detail,0022401117,451,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,7,1,1,20250403,LAL,GSW
Shot Chart Detail,0022401117,461,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,56,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,157,235,1,0,20250403,LAL,GSW
